frame,time_s,NIK-F0_NRMSE,NIK-F0_SSIM,NIK-F0_PSNR,NIK-F0_HaarPSI,NIK-sub5_NRMSE,NIK-sub5_SSIM,NIK-sub5_PSNR,NIK-sub5_HaarPSI,NIK-sub12_NRMSE,NIK-sub12_SSIM,NIK-sub12_PSNR,NIK-sub12_HaarPSI,NIK-sub16_NRMSE,NIK-sub16_SSIM,NIK-sub16_PSNR,NIK-sub16_HaarPSI,NIK-free_NRMSE,NIK-free_SSIM,NIK-free_PSNR,NIK-free_HaarPSI,GRASP-Pro_NRMSE,GRASP-Pro_SSIM,GRASP-Pro_PSNR,GRASP-Pro_HaarPSI,CS-file_NRMSE,CS-file_SSIM,CS-file_PSNR,CS-file_HaarPSI
173,90.55,0.0214,0.9272,33.3916,0.7511,0.0207,0.9242,33.6817,0.7284,0.0192,0.9312,34.3517,0.7541,0.0188,0.9286,34.5107,0.7539,0.0244,0.9130,32.2698,0.6677,0.0093,0.9851,40.6704,0.9101,0.0241,0.8733,32.3564,0.5929
174,91.08,0.0213,0.9273,33.4240,0.7513,0.0207,0.9241,33.6792,0.7283,0.0192,0.9311,34.3431,0.7539,0.0188,0.9286,34.5063,0.7539,0.0244,0.9129,32.2675,0.6676,0.0065,0.9902,43.7298,0.9195,0.0241,0.8736,32.3625,0.5992
175,91.60,0.0212,0.9273,33.4564,0.7516,0.0207,0.9241,33.6772,0.7282,0.0192,0.9311,34.3349,0.7537,0.0188,0.9286,34.5018,0.7539,0.0244,0.9129,32.2650,0.6676,0.0074,0.9889,42.6145,0.9249,0.0241,0.8741,32.3719,0.6004
176,92.12,0.0212,0.9274,33.4887,0.7518,0.0207,0.9240,33.6756,0.7280,0.0192,0.9310,34.3270,0.7536,0.0188,0.9285,34.4974,0.7539,0.0244,0.9129,32.2617,0.6676,0.0068,0.9891,43.3042,0.9310,0.0242,0.8742,32.3201,0.6047
177,92.64,0.0211,0.9275,33.5209,0.7520,0.0207,0.9240,33.6746,0.7279,0.0192,0.9309,34.3196,0.7534,0.0189,0.9285,34.4932,0.7539,0.0244,0.9128,32.2575,0.6675,0.0081,0.9868,41.7985,0.9030,0.0240,0.8761,32.4113,0.6049
178,93.16,0.0210,0.9276,33.5531,0.7522,0.0207,0.9239,33.6743,0.7278,0.0192,0.9309,34.3125,0.7533,0.0189,0.9285,34.4893,0.7539,0.0244,0.9127,32.2535,0.6675,0.0084,0.9873,41.5338,0.9211,0.0242,0.8736,32.3159,0.5992
179,93.68,0.0209,0.9276,33.5851,0.7524,0.0207,0.9239,33.6746,0.7277,0.0193,0.9308,34.3056,0.7532,0.0189,0.9284,34.4857,0.7539,0.0244,0.9127,32.2485,0.6674,0.0054,0.9918,45.3616,0.9371,0.0245,0.8711,32.2206,0.5929
180,94.21,0.0209,0.9277,33.6171,0.7526,0.0207,0.9239,33.6755,0.7276,0.0193,0.9308,34.2991,0.7531,0.0189,0.9284,34.4825,0.7540,0.0244,0.9126,32.2425,0.6672,0.0084,0.9851,41.4734,0.9005,0.0244,0.8706,32.2664,0.5933
181,94.73,0.0208,0.9278,33.6489,0.7528,0.0207,0.9239,33.6770,0.7275,0.0193,0.9307,34.2929,0.7530,0.0189,0.9284,34.4795,0.7541,0.0244,0.9125,32.2357,0.6671,0.0062,0.9903,44.1121,0.9418,0.0244,0.8729,32.2669,0.6059
182,95.25,0.0207,0.9279,33.6805,0.7531,0.0207,0.9239,33.6790,0.7274,0.0193,0.9307,34.2870,0.7530,0.0189,0.9284,34.4766,0.7542,0.0245,0.9124,32.2288,0.6670,0.0064,0.9910,43.8214,0.9254,0.0241,0.8735,32.3535,0.6070
183,95.77,0.0206,0.9279,33.7121,0.7533,0.0207,0.9239,33.6814,0.7274,0.0193,0.9307,34.2816,0.7529,0.0189,0.9283,34.4739,0.7543,0.0245,0.9123,32.2210,0.6669,0.0074,0.9865,42.6019,0.9128,0.0241,0.8735,32.3690,0.6041
184,96.29,0.0206,0.9280,33.7434,0.7535,0.0207,0.9239,33.6841,0.7273,0.0193,0.9306,34.2767,0.7529,0.0189,0.9283,34.4713,0.7544,0.0245,0.9122,32.2128,0.6667,0.0059,0.9913,44.5908,0.9409,0.0243,0.8724,32.2794,0.6057
185,96.82,0.0205,0.9281,33.7746,0.7537,0.0207,0.9239,33.6870,0.7273,0.0193,0.9306,34.2723,0.7528,0.0189,0.9283,34.4687,0.7544,0.0245,0.9121,32.2045,0.6666,0.0080,0.9878,41.9325,0.9101,0.0242,0.8710,32.3330,0.5943
186,97.34,0.0204,0.9281,33.8056,0.7539,0.0207,0.9239,33.6900,0.7273,0.0193,0.9305,34.2684,0.7527,0.0189,0.9283,34.4662,0.7545,0.0246,0.9120,32.1955,0.6664,0.0058,0.9898,44.7196,0.9350,0.0241,0.8733,32.3522,0.5981
187,97.86,0.0203,0.9282,33.8364,0.7541,0.0207,0.9239,33.6928,0.7273,0.0194,0.9305,34.2648,0.7527,0.0189,0.9283,34.4639,0.7545,0.0246,0.9119,32.1867,0.6663,0.0072,0.9897,42.8138,0.9248,0.0244,0.8711,32.2617,0.5929
188,98.38,0.0203,0.9283,33.8670,0.7543,0.0207,0.9239,33.6950,0.7273,0.0194,0.9305,34.2613,0.7526,0.0189,0.9282,34.4619,0.7545,0.0246,0.9117,32.1776,0.6661,0.0082,0.9865,41.6888,0.9108,0.0243,0.8696,32.2924,0.5918
189,98.90,0.0202,0.9283,33.8974,0.7545,0.0207,0.9239,33.6965,0.7272,0.0194,0.9304,34.2576,0.7525,0.0189,0.9282,34.4604,0.7544,0.0246,0.9116,32.1694,0.6660,0.0053,0.9917,45.4404,0.9447,0.0242,0.8733,32.3310,0.6048
190,99.43,0.0201,0.9284,33.9275,0.7547,0.0207,0.9239,33.6971,0.7272,0.0194,0.9304,34.2535,0.7524,0.0189,0.9282,34.4595,0.7544,0.0247,0.9115,32.1610,0.6658,0.0089,0.9860,41.0045,0.9053,0.0243,0.8735,32.3051,0.5995
191,99.95,0.0201,0.9284,33.9574,0.7549,0.0207,0.9239,33.6965,0.7271,0.0194,0.9303,34.2490,0.7524,0.0189,0.9282,34.4593,0.7544,0.0247,0.9114,32.1535,0.6656,0.0070,0.9888,43.1196,0.9247,0.0241,0.8743,32.3728,0.5978
192,100.47,0.0200,0.9285,33.9870,0.7551,0.0207,0.9239,33.6949,0.7271,0.0194,0.9303,34.2439,0.7523,0.0189,0.9282,34.4596,0.7544,0.0247,0.9113,32.1464,0.6655,0.0069,0.9908,43.2027,0.9272,0.0243,0.8729,32.2864,0.5943
193,100.99,0.0199,0.9285,34.0163,0.7553,0.0207,0.9239,33.6925,0.7270,0.0194,0.9302,34.2384,0.7522,0.0189,0.9282,34.4605,0.7544,0.0247,0.9112,32.1402,0.6653,0.0095,0.9841,40.4841,0.8981,0.0244,0.8687,32.2470,0.5886
194,101.51,0.0198,0.9286,34.0454,0.7555,0.0207,0.9239,33.6897,0.7270,0.0194,0.9302,34.2324,0.7522,0.0189,0.9282,34.4617,0.7545,0.0247,0.9111,32.1348,0.6652,0.0056,0.9921,45.1141,0.9462,0.0242,0.8711,32.3216,0.5966
195,102.04,0.0198,0.9287,34.0741,0.7557,0.0207,0.9239,33.6870,0.7269,0.0194,0.9301,34.2260,0.7521,0.0189,0.9282,34.4630,0.7545,0.0247,0.9111,32.1306,0.6650,0.0093,0.9867,40.6713,0.8959,0.0239,0.8748,32.4185,0.6051
196,102.56,0.0197,0.9287,34.1025,0.7560,0.0207,0.9238,33.6847,0.7269,0.0195,0.9301,34.2193,0.7521,0.0189,0.9282,34.4641,0.7545,0.0248,0.9110,32.1272,0.6649,0.0086,0.9859,41.3425,0.9028,0.0242,0.8716,32.3330,0.5981
197,103.08,0.0197,0.9287,34.1306,0.7561,0.0207,0.9238,33.6832,0.7268,0.0195,0.9300,34.2123,0.7520,0.0189,0.9282,34.4646,0.7546,0.0248,0.9110,32.1255,0.6649,0.0066,0.9923,43.6005,0.9449,0.0241,0.8724,32.3562,0.6027
198,103.60,0.0196,0.9288,34.1583,0.7563,0.0207,0.9238,33.6829,0.7268,0.0195,0.9300,34.2047,0.7520,0.0189,0.9282,34.4643,0.7547,0.0248,0.9109,32.1247,0.6648,0.0092,0.9858,40.6893,0.8876,0.0238,0.8752,32.4724,0.6032
199,104.12,0.0195,0.9288,34.1857,0.7565,0.0207,0.9238,33.6835,0.7267,0.0195,0.9299,34.1965,0.7520,0.0189,0.9282,34.4632,0.7547,0.0248,0.9109,32.1243,0.6647,0.0072,0.9897,42.8025,0.9173,0.0244,0.8698,32.2688,0.5895
200,104.64,0.0195,0.9289,34.2127,0.7567,0.0207,0.9238,33.6851,0.7267,0.0195,0.9299,34.1871,0.7521,0.0189,0.9282,34.4610,0.7548,0.0248,0.9109,32.1258,0.6646,0.0099,0.9879,40.0604,0.9140,0.0245,0.8680,32.2143,0.5850
201,105.17,0.0194,0.9289,34.2393,0.7569,0.0207,0.9238,33.6872,0.7266,0.0196,0.9298,34.1765,0.7521,0.0189,0.9281,34.4578,0.7548,0.0248,0.9109,32.1281,0.6646,0.0077,0.9891,42.2655,0.9082,0.0244,0.8690,32.2686,0.5903
202,105.69,0.0194,0.9290,34.2654,0.7571,0.0207,0.9237,33.6894,0.7266,0.0196,0.9297,34.1641,0.7522,0.0189,0.9281,34.4537,0.7548,0.0247,0.9110,32.1312,0.6646,0.0085,0.9898,41.3725,0.9188,0.0244,0.8685,32.2541,0.5959
203,106.21,0.0193,0.9290,34.2912,0.7572,0.0207,0.9237,33.6915,0.7266,0.0196,0.9297,34.1500,0.7523,0.0189,0.9281,34.4491,0.7548,0.0247,0.9110,32.1350,0.6645,0.0133,0.9801,37.5018,0.8689,0.0242,0.8710,32.3144,0.5993
204,106.73,0.0192,0.9290,34.3165,0.7574,0.0207,0.9237,33.6931,0.7266,0.0196,0.9296,34.1344,0.7524,0.0190,0.9280,34.4440,0.7548,0.0247,0.9110,32.1400,0.6645,0.0075,0.9896,42.5365,0.9172,0.0242,0.8729,32.3078,0.5953
205,107.25,0.0192,0.9291,34.3413,0.7576,0.0207,0.9237,33.6942,0.7266,0.0197,0.9295,34.1177,0.7526,0.0190,0.9280,34.4388,0.7547,0.0247,0.9111,32.1453,0.6645,0.0124,0.9856,38.1457,0.9020,0.0244,0.8697,32.2606,0.5905
206,107.78,0.0191,0.9291,34.3657,0.7577,0.0207,0.9237,33.6949,0.7266,0.0197,0.9294,34.1007,0.7527,0.0190,0.9280,34.4337,0.7547,0.0247,0.9111,32.1511,0.6645,0.0108,0.9848,39.3614,0.8896,0.0242,0.8710,32.3212,0.5978
207,108.30,0.0191,0.9291,34.3896,0.7578,0.0207,0.9237,33.6952,0.7266,0.0198,0.9294,34.0842,0.7528,0.0190,0.9279,34.4289,0.7547,0.0247,0.9112,32.1577,0.6645,0.0073,0.9893,42.7142,0.9198,0.0241,0.8742,32.3695,0.6031
208,108.82,0.0190,0.9292,34.4130,0.7580,0.0207,0.9237,33.6956,0.7266,0.0198,0.9293,34.0690,0.7530,0.0190,0.9279,34.4246,0.7546,0.0246,0.9113,32.1638,0.6646,0.0161,0.9795,35.8898,0.8768,0.0242,0.8728,32.3260,0.5968
209,109.34,0.0190,0.9292,34.4359,0.7581,0.0207,0.9236,33.6962,0.7266,0.0198,0.9293,34.0556,0.7531,0.0190,0.9279,34.4208,0.7546,0.0246,0.9113,32.1708,0.6646,0.0077,0.9901,42.2594,0.9165,0.0243,0.8720,32.2784,0.6025
210,109.86,0.0189,0.9292,34.4582,0.7582,0.0207,0.9236,33.6974,0.7266,0.0199,0.9292,34.0441,0.7531,0.0190,0.9278,34.4175,0.7546,0.0246,0.9114,32.1781,0.6647,0.0069,0.9895,43.2439,0.9283,0.0240,0.8758,32.3898,0.6102
211,110.39,0.0189,0.9292,34.4800,0.7583,0.0207,0.9236,33.6993,0.7267,0.0199,0.9292,34.0340,0.7532,0.0190,0.9278,34.4148,0.7547,0.0246,0.9115,32.1857,0.6648,0.0166,0.9768,35.6146,0.8647,0.0240,0.8748,32.3941,0.6002
212,110.91,0.0188,0.9293,34.5012,0.7584,0.0206,0.9236,33.7017,0.7267,0.0199,0.9292,34.0249,0.7532,0.0190,0.9278,34.4127,0.7547,0.0246,0.9116,32.1936,0.6649,0.0063,0.9920,44.0458,0.9303,0.0242,0.8744,32.3106,0.6005
213,111.43,0.0188,0.9293,34.5219,0.7586,0.0206,0.9236,33.7047,0.7267,0.0199,0.9291,34.0161,0.7533,0.0190,0.9278,34.4111,0.7547,0.0245,0.9117,32.2020,0.6650,0.0078,0.9877,42.1723,0.9247,0.0242,0.8721,32.3409,0.5940
214,111.95,0.0187,0.9293,34.5419,0.7587,0.0206,0.9236,33.7080,0.7268,0.0199,0.9291,34.0073,0.7533,0.0190,0.9277,34.4102,0.7548,0.0245,0.9117,32.2101,0.6651,0.0104,0.9862,39.6987,0.9069,0.0241,0.8740,32.3672,0.6038
215,112.47,0.0187,0.9293,34.5614,0.7588,0.0206,0.9236,33.7113,0.7268,0.0200,0.9291,33.9981,0.7533,0.0190,0.9277,34.4098,0.7549,0.0245,0.9118,32.2185,0.6652,0.0057,0.9921,44.8234,0.9378,0.0240,0.8748,32.4126,0.6065
216,113.00,0.0187,0.9293,34.5802,0.7589,0.0206,0.9236,33.7146,0.7268,0.0200,0.9290,33.9886,0.7533,0.0190,0.9277,34.4098,0.7550,0.0245,0.9119,32.2274,0.6653,0.0111,0.9822,39.0854,0.8963,0.0237,0.8762,32.4877,0.6021
217,113.52,0.0186,0.9294,34.5984,0.7590,0.0206,0.9236,33.7176,0.7268,0.0200,0.9289,33.9791,0.7533,0.0190,0.9277,34.4102,0.7550,0.0244,0.9120,32.2368,0.6655,0.0059,0.9915,44.6184,0.9382,0.0239,0.8766,32.4413,0.6065
218,114.04,0.0186,0.9294,34.6159,0.7591,0.0206,0.9236,33.7203,0.7268,0.0200,0.9289,33.9698,0.7532,0.0190,0.9277,34.4107,0.7551,0.0244,0.9121,32.2463,0.6657,0.0056,0.9917,44.9875,0.9408,0.0238,0.8748,32.4744,0.6004
219,114.56,0.0186,0.9294,34.6328,0.7592,0.0206,0.9236,33.7226,0.7268,0.0200,0.9287,33.9607,0.7532,0.0190,0.9277,34.4112,0.7552,0.0244,0.9122,32.2554,0.6658,0.0107,0.9829,39.4515,0.8994,0.0236,0.8762,32.5237,0.5948
220,115.08,0.0185,0.9294,34.6490,0.7593,0.0206,0.9237,33.7248,0.7269,0.0201,0.9286,33.9519,0.7531,0.0190,0.9277,34.4113,0.7553,0.0244,0.9123,32.2650,0.6660,0.0056,0.9915,45.1066,0.9360,0.0238,0.8764,32.4772,0.5961
221,115.61,0.0185,0.9294,34.6645,0.7594,0.0206,0.9237,33.7267,0.7269,0.0201,0.9285,33.9432,0.7531,0.0190,0.9277,34.4110,0.7554,0.0243,0.9124,32.2747,0.6662,0.0070,0.9896,43.0996,0.9335,0.0239,0.8739,32.4181,0.5922
222,116.13,0.0185,0.9294,34.6793,0.7594,0.0206,0.9237,33.7284,0.7269,0.0201,0.9284,33.9346,0.7530,0.0190,0.9277,34.4100,0.7554,0.0243,0.9125,32.2843,0.6663,0.0079,0.9875,42.0858,0.9252,0.0239,0.8755,32.4244,0.6034
223,116.65,0.0184,0.9294,34.6933,0.7595,0.0206,0.9237,33.7301,0.7269,0.0201,0.9282,33.9262,0.7530,0.0190,0.9277,34.4086,0.7554,0.0243,0.9126,32.2934,0.6665,0.0072,0.9882,42.8709,0.9184,0.0237,0.8771,32.5027,0.6030
224,117.17,0.0184,0.9294,34.7067,0.7595,0.0206,0.9237,33.7318,0.7269,0.0201,0.9281,33.9182,0.7529,0.0190,0.9276,34.4067,0.7554,0.0243,0.9127,32.3017,0.6666,0.0095,0.9856,40.4818,0.9128,0.0238,0.8764,32.4510,0.6011
225,117.69,0.0184,0.9294,34.7193,0.7595,0.0206,0.9237,33.7336,0.7269,0.0202,0.9280,33.9108,0.7528,0.0190,0.9276,34.4047,0.7554,0.0242,0.9128,32.3103,0.6668,0.0056,0.9911,44.9797,0.9433,0.0241,0.8744,32.3712,0.5953
226,118.21,0.0183,0.9294,34.7311,0.7595,0.0206,0.9237,33.7354,0.7270,0.0202,0.9279,33.9043,0.7527,0.0190,0.9276,34.4027,0.7554,0.0242,0.9128,32.3172,0.6669,0.0080,0.9857,41.9845,0.9120,0.0240,0.8731,32.4045,0.5962
227,118.74,0.0183,0.9294,34.7422,0.7595,0.0206,0.9237,33.7372,0.7270,0.0202,0.9278,33.8991,0.7526,0.0191,0.9276,34.4010,0.7554,0.0242,0.9129,32.3241,0.6670,0.0072,0.9887,42.8737,0.9347,0.0240,0.8748,32.3979,0.6006
228,119.26,0.0183,0.9294,34.7525,0.7596,0.0206,0.9237,33.7389,0.7270,0.0202,0.9277,33.8953,0.7524,0.0191,0.9275,34.3998,0.7553,0.0242,0.9129,32.3294,0.6671,0.0055,0.9917,45.1407,0.9408,0.0239,0.8741,32.4394,0.5977
229,119.78,0.0183,0.9294,34.7620,0.7596,0.0206,0.9237,33.7405,0.7271,0.0202,0.9277,33.8927,0.7523,0.0191,0.9275,34.3991,0.7553,0.0242,0.9130,32.3340,0.6672,0.0075,0.9860,42.5416,0.9178,0.0237,0.8759,32.4904,0.6037
230,120.30,0.0183,0.9294,34.7707,0.7596,0.0206,0.9236,33.7419,0.7271,0.0202,0.9276,33.8911,0.7522,0.0191,0.9275,34.3991,0.7553,0.0242,0.9130,32.3370,0.6673,0.0062,0.9904,44.2157,0.9432,0.0239,0.8752,32.4203,0.6098
231,120.82,0.0182,0.9294,34.7786,0.7595,0.0206,0.9236,33.7430,0.7271,0.0202,0.9275,33.8902,0.7522,0.0191,0.9275,34.3998,0.7552,0.0242,0.9130,32.3390,0.6674,0.0072,0.9890,42.9123,0.9238,0.0238,0.8749,32.4802,0.6015
232,121.35,0.0182,0.9294,34.7856,0.7595,0.0205,0.9236,33.7439,0.7272,0.0202,0.9275,33.8893,0.7521,0.0191,0.9275,34.4011,0.7553,0.0242,0.9130,32.3399,0.6674,0.0062,0.9888,44.1563,0.9313,0.0237,0.8772,32.5130,0.6052
233,121.87,0.0182,0.9294,34.7919,0.7595,0.0205,0.9235,33.7444,0.7272,0.0202,0.9274,33.8882,0.7521,0.0190,0.9275,34.4029,0.7553,0.0242,0.9130,32.3397,0.6675,0.0068,0.9899,43.3553,0.9345,0.0240,0.8736,32.3885,0.5954
234,122.39,0.0182,0.9293,34.7973,0.7594,0.0205,0.9235,33.7446,0.7272,0.0202,0.9274,33.8868,0.7522,0.0190,0.9275,34.4049,0.7554,0.0242,0.9130,32.3377,0.6675,0.0079,0.9867,42.0233,0.9175,0.0240,0.8704,32.3777,0.5913
235,122.91,0.0182,0.9293,34.8018,0.7594,0.0205,0.9235,33.7445,0.7273,0.0202,0.9274,33.8849,0.7523,0.0190,0.9275,34.4070,0.7554,0.0242,0.9129,32.3354,0.6675,0.0057,0.9911,44.9214,0.9420,0.0239,0.8743,32.4334,0.6035
236,123.43,0.0182,0.9293,34.8055,0.7594,0.0205,0.9235,33.7443,0.7273,0.0202,0.9273,33.8828,0.7523,0.0190,0.9275,34.4089,0.7555,0.0242,0.9129,32.3311,0.6675,0.0083,0.9868,41.5740,0.9145,0.0239,0.8735,32.4303,0.6016
237,123.96,0.0182,0.9293,34.8083,0.7594,0.0205,0.9235,33.7440,0.7274,0.0202,0.9273,33.8808,0.7524,0.0190,0.9275,34.4104,0.7556,0.0242,0.9128,32.3271,0.6675,0.0073,0.9878,42.7600,0.9247,0.0237,0.8744,32.4995,0.5990
238,124.48,0.0182,0.9293,34.8103,0.7594,0.0206,0.9235,33.7437,0.7274,0.0202,0.9273,33.8789,0.7525,0.0190,0.9275,34.4114,0.7556,0.0242,0.9127,32.3223,0.6675,0.0070,0.9907,43.1386,0.9313,0.0238,0.8741,32.4721,0.6009
239,125.00,0.0182,0.9292,34.8114,0.7593,0.0206,0.9235,33.7437,0.7275,0.0202,0.9273,33.8772,0.7525,0.0190,0.9275,34.4117,0.7556,0.0242,0.9127,32.3171,0.6675,0.0093,0.9840,40.6372,0.9023,0.0239,0.8716,32.4164,0.5921
240,125.52,0.0182,0.9292,34.8116,0.7593,0.0205,0.9235,33.7441,0.7275,0.0202,0.9273,33.8756,0.7526,0.0190,0.9275,34.4115,0.7557,0.0242,0.9126,32.3122,0.6675,0.0061,0.9910,44.2295,0.9405,0.0238,0.8730,32.4691,0.5938
241,126.04,0.0182,0.9292,34.8110,0.7592,0.0205,0.9236,33.7450,0.7276,0.0202,0.9273,33.8738,0.7527,0.0190,0.9274,34.4106,0.7557,0.0242,0.9125,32.3069,0.6675,0.0092,0.9873,40.7635,0.9023,0.0237,0.8755,32.5057,0.5999
242,126.57,0.0182,0.9291,34.8094,0.7591,0.0205,0.9236,33.7465,0.7277,0.0203,0.9273,33.8712,0.7528,0.0190,0.9274,34.4093,0.7556,0.0243,0.9125,32.3019,0.6675,0.0088,0.9851,41.1266,0.9032,0.0239,0.8722,32.4291,0.5970
243,127.09,0.0182,0.9291,34.8070,0.7590,0.0205,0.9236,33.7485,0.7277,0.0203,0.9272,33.8676,0.7528,0.0190,0.9274,34.4074,0.7556,0.0243,0.9124,32.2978,0.6675,0.0067,0.9921,43.4709,0.9455,0.0237,0.8746,32.4925,0.6065
244,127.61,0.0182,0.9291,34.8036,0.7589,0.0205,0.9236,33.7509,0.7278,0.0203,0.9272,33.8624,0.7529,0.0190,0.9274,34.4053,0.7556,0.0243,0.9124,32.2944,0.6675,0.0104,0.9836,39.6780,0.8762,0.0234,0.8777,32.6109,0.6087
245,128.13,0.0182,0.9290,34.7994,0.7588,0.0205,0.9236,33.7534,0.7278,0.0203,0.9271,33.8555,0.7530,0.0190,0.9273,34.4030,0.7556,0.0243,0.9123,32.2915,0.6675,0.0077,0.9889,42.3155,0.9145,0.0240,0.8738,32.4104,0.5938
246,128.65,0.0182,0.9290,34.7943,0.7587,0.0205,0.9236,33.7559,0.7278,0.0203,0.9271,33.8466,0.7531,0.0191,0.9273,34.4006,0.7556,0.0243,0.9123,32.2901,0.6676,0.0097,0.9888,40.2862,0.9221,0.0241,0.8708,32.3741,0.5878
247,129.18,0.0182,0.9290,34.7882,0.7586,0.0205,0.9236,33.7581,0.7278,0.0203,0.9270,33.8358,0.7532,0.0191,0.9273,34.3984,0.7556,0.0243,0.9123,32.2898,0.6676,0.0084,0.9879,41.4857,0.9017,0.0239,0.8716,32.4266,0.5916
248,129.70,0.0182,0.9289,34.7813,0.7584,0.0205,0.9236,33.7600,0.7278,0.0204,0.9269,33.8235,0.7532,0.0191,0.9273,34.3965,0.7556,0.0243,0.9123,32.2900,0.6676,0.0083,0.9905,41.6596,0.9218,0.0240,0.8700,32.4006,0.5931
249,130.22,0.0183,0.9289,34.7735,0.7583,0.0205,0.9236,33.7615,0.7278,0.0204,0.9268,33.8103,0.7533,0.0191,0.9273,34.3950,0.7557,0.0243,0.9123,32.2918,0.6677,0.0133,0.9814,37.5535,0.8773,0.0237,0.8735,32.4949,0.6026
250,130.74,0.0183,0.9288,34.7648,0.7581,0.0205,0.9236,33.7629,0.7279,0.0204,0.9267,33.7967,0.7533,0.0191,0.9273,34.3941,0.7558,0.0243,0.9123,32.2947,0.6677,0.0077,0.9897,42.2518,0.9179,0.0238,0.8747,32.4761,0.5965
251,131.26,0.0183,0.9288,34.7552,0.7580,0.0205,0.9236,33.7642,0.7279,0.0205,0.9267,33.7837,0.7533,0.0191,0.9272,34.3940,0.7559,0.0243,0.9124,32.2978,0.6678,0.0117,0.9868,38.6014,0.9084,0.0238,0.8728,32.4711,0.5977
252,131.78,0.0183,0.9287,34.7447,0.7578,0.0205,0.9236,33.7655,0.7280,0.0205,0.9266,33.7718,0.7534,0.0191,0.9273,34.3946,0.7560,0.0243,0.9124,32.3020,0.6679,0.0126,0.9818,38.0232,0.8769,0.0234,0.8763,32.6032,0.6072
253,132.31,0.0183,0.9287,34.7333,0.7576,0.0205,0.9236,33.7670,0.7280,0.0205,0.9266,33.7616,0.7534,0.0191,0.9273,34.3961,0.7561,0.0242,0.9124,32.3073,0.6679,0.0075,0.9896,42.4440,0.9227,0.0236,0.8757,32.5326,0.5996
254,132.83,0.0184,0.9286,34.7210,0.7574,0.0205,0.9236,33.7684,0.7281,0.0205,0.9265,33.7532,0.7534,0.0191,0.9273,34.3981,0.7563,0.0242,0.9125,32.3129,0.6680,0.0156,0.9807,36.1227,0.8811,0.0239,0.8719,32.4178,0.5921
255,133.35,0.0184,0.9286,34.7078,0.7571,0.0205,0.9236,33.7698,0.7282,0.0205,0.9265,33.7463,0.7534,0.0191,0.9273,34.4007,0.7564,0.0242,0.9126,32.3190,0.6681,0.0091,0.9886,40.8478,0.9110,0.0239,0.8732,32.4408,0.6039
256,133.87,0.0184,0.9285,34.6938,0.7569,0.0205,0.9236,33.7708,0.7283,0.0206,0.9264,33.7402,0.7534,0.0190,0.9273,34.4035,0.7565,0.0242,0.9126,32.3252,0.6681,0.0073,0.9897,42.7465,0.9289,0.0237,0.8755,32.5137,0.6086
257,134.39,0.0185,0.9285,34.6789,0.7567,0.0205,0.9236,33.7713,0.7284,0.0206,0.9264,33.7344,0.7535,0.0190,0.9274,34.4063,0.7565,0.0242,0.9127,32.3318,0.6682,0.0184,0.9738,34.6965,0.8506,0.0236,0.8763,32.5365,0.6035
258,134.92,0.0185,0.9284,34.6631,0.7564,0.0205,0.9235,33.7712,0.7285,0.0206,0.9264,33.7280,0.7535,0.0190,0.9274,34.4087,0.7565,0.0242,0.9128,32.3381,0.6682,0.0069,0.9921,43.2260,0.9328,0.0237,0.8768,32.4888,0.6011
259,135.44,0.0185,0.9284,34.6465,0.7561,0.0205,0.9235,33.7706,0.7286,0.0206,0.9263,33.7207,0.7536,0.0190,0.9274,34.4105,0.7565,0.0241,0.9128,32.3447,0.6683,0.0079,0.9885,42.0789,0.9288,0.0236,0.8759,32.5293,0.6023
260,135.96,0.0186,0.9283,34.6290,0.7558,0.0205,0.9235,33.7694,0.7286,0.0206,0.9263,33.7126,0.7536,0.0190,0.9274,34.4114,0.7565,0.0241,0.9129,32.3512,0.6683,0.0130,0.9826,37.7519,0.8892,0.0234,0.8776,32.6161,0.6073
261,136.48,0.0186,0.9282,34.6107,0.7555,0.0205,0.9234,33.7680,0.7287,0.0206,0.9262,33.7040,0.7537,0.0190,0.9274,34.4113,0.7564,0.0241,0.9130,32.3582,0.6684,0.0061,0.9925,44.3492,0.9397,0.0234,0.8779,32.6134,0.6083
262,137.00,0.0186,0.9282,34.5915,0.7552,0.0205,0.9234,33.7664,0.7288,0.0207,0.9261,33.6959,0.7537,0.0190,0.9274,34.4101,0.7564,0.0241,0.9130,32.3651,0.6684,0.0106,0.9835,39.4722,0.9047,0.0233,0.8786,32.6475,0.6039
263,137.53,0.0187,0.9281,34.5715,0.7549,0.0205,0.9234,33.7650,0.7288,0.0207,0.9260,33.6890,0.7538,0.0190,0.9274,34.4081,0.7564,0.0241,0.9131,32.3721,0.6685,0.0076,0.9899,42.3758,0.9289,0.0233,0.8795,32.6380,0.6115
264,138.05,0.0187,0.9280,34.5507,0.7545,0.0205,0.9234,33.7639,0.7289,0.0207,0.9260,33.6838,0.7538,0.0190,0.9274,34.4052,0.7564,0.0240,0.9132,32.3793,0.6686,0.0058,0.9921,44.7461,0.9435,0.0233,0.8789,32.6442,0.6100
265,138.57,0.0188,0.9280,34.5291,0.7541,0.0205,0.9233,33.7633,0.7289,0.0207,0.9259,33.6805,0.7539,0.0191,0.9273,34.4017,0.7564,0.0240,0.9133,32.3867,0.6686,0.0122,0.9803,38.2442,0.8892,0.0232,0.8786,32.6828,0.6017
